churn_id,customer_id,churn_date,churn_reason,churn_category,competitor,days_since_last_activity
11401,112547,2025-04-26,Competitor Offer,Commercial,BSNL,20
11402,112567,2025-08-16,Relocation,Other,None,30
11403,112574,2025-08-12,Personal Reasons,Other,None,116
11404,112577,2025-03-09,Poor Support,Service,None,41
11405,112578,2025-09-10,Poor Network,Service,None,62
11406,112579,2025-11-21,Poor Network,Service,None,9
11407,112581,2025-10-18,Poor Network,Service,None,22
11408,112593,2025-05-16,Personal Reasons,Other,None,62
11409,112599,2025-03-22,Competitor Offer,Commercial,Jio,16
11410,112603,2025-12-25,Poor Support,Service,None,82
11411,112606,2025-07-25,Service Quality,Service,None,100
11412,112617,2025-06-17,Service Quality,Service,None,53
11413,112633,2025-05-11,Service Quality,Service,None,28
11414,112641,2025-06-09,Poor Support,Service,None,112
11415,112668,2025-03-14,High Price,Commercial,None,77
11416,112680,2025-12-26,Relocation,Other,None,51
11417,112685,2025-05-16,Competitor Offer,Commercial,Airtel,66
11418,112705,2025-02-03,Relocation,Other,None,61
11419,112736,2025-05-26,Personal Reasons,Other,None,17
11420,112743,2025-02-01,Service Quality,Service,None,6
11421,112771,2025-11-29,Poor Support,Service,None,29
11422,112775,2025-10-21,Competitor Offer,Commercial,Jio,27
11423,112779,2025-10-29,Competitor Offer,Commercial,BSNL,117
11424,112780,2025-04-21,Competitor Offer,Commercial,Airtel,58
11425,112784,2025-10-25,Poor Network,Service,None,90
11426,112791,2025-04-14,Poor Support,Service,None,18
11427,112794,2025-02-25,Relocation,Other,None,105
11428,112796,2025-06-10,Service Quality,Service,None,41
11429,112801,2025-10-28,Service Quality,Service,None,94
11430,112809,2025-07-27,Personal Reasons,Other,None,42
11431,112814,2025-05-06,Service Quality,Service,None,17
11432,112828,2025-12-29,Competitor Offer,Commercial,Jio,61
11433,112832,2025-02-23,Relocation,Other,None,60
11434,112835,2025-04-24,Poor Network,Service,None,82
11435,112836,2025-05-02,Competitor Offer,Commercial,Vi,47
11436,112846,2025-09-28,Poor Support,Service,None,116
11437,112848,2025-05-21,Poor Network,Service,None,35
11438,112850,2025-06-30,Relocation,Other,None,85
11439,112859,2025-03-22,Personal Reasons,Other,None,34
11440,112866,2025-05-31,Relocation,Other,None,66
11441,112868,2025-02-24,Personal Reasons,Other,None,31
11442,112880,2025-12-09,Competitor Offer,Commercial,BSNL,8
11443,112882,2025-11-28,Relocation,Other,None,67
11444,112903,2025-04-04,Poor Network,Service,None,118
11445,112905,2025-09-20,High Price,Commercial,None,109
11446,112910,2025-07-20,Personal Reasons,Other,None,117
11447,112941,2025-04-04,Relocation,Other,None,75
11448,112943,2025-07-11,Poor Support,Service,None,74
11449,112946,2025-11-14,Poor Support,Service,None,102
11450,112953,2025-09-25,Relocation,Other,None,36
11451,112971,2025-04-30,Competitor Offer,Commercial,Vi,72
11452,112979,2025-02-26,Personal Reasons,Other,None,11
11453,112980,2025-09-26,Relocation,Other,None,72
11454,112992,2025-11-25,Poor Network,Service,None,18
11455,113003,2025-12-03,Relocation,Other,None,14
11456,113010,2025-08-28,Personal Reasons,Other,None,18
11457,113021,2025-12-14,Poor Network,Service,None,76
11458,113038,2025-05-05,Competitor Offer,Commercial,BSNL,42
11459,113041,2025-05-21,Service Quality,Service,None,36
11460,113043,2025-11-20,Personal Reasons,Other,None,91
11461,113045,2025-12-04,Poor Support,Service,None,39
11462,113047,2025-05-05,Poor Network,Service,None,6
11463,113055,2025-08-26,Poor Network,Service,None,83
11464,113074,2025-04-10,Poor Network,Service,None,20
11465,113080,2025-07-19,Competitor Offer,Commercial,Airtel,46
11466,113081,2025-11-15,High Price,Commercial,None,8
11467,113087,2025-07-27,Poor Network,Service,None,52
11468,113089,2025-05-23,Relocation,Other,None,62
11469,113091,2025-02-15,Competitor Offer,Commercial,BSNL,19
11470,113092,2025-04-16,Service Quality,Service,None,69
11471,113113,2025-11-18,Service Quality,Service,None,5
11472,113115,2025-04-21,Competitor Offer,Commercial,BSNL,106
11473,113116,2025-03-14,Service Quality,Service,None,81
11474,113118,2025-03-02,Relocation,Other,None,102
11475,113121,2025-11-30,Personal Reasons,Other,None,96
11476,113126,2025-05-22,Competitor Offer,Commercial,BSNL,52
11477,113127,2025-06-13,Relocation,Other,None,102
11478,113150,2025-02-24,Poor Support,Service,None,21
11479,113154,2025-12-09,Poor Support,Service,None,72
11480,113155,2025-10-26,Service Quality,Service,None,41
11481,113156,2025-05-13,Poor Support,Service,None,49
11482,113174,2025-06-09,Personal Reasons,Other,None,60
11483,113186,2025-05-24,Poor Support,Service,None,64
11484,113193,2025-06-07,Poor Support,Service,None,23
11485,113199,2025-07-14,Relocation,Other,None,81
11486,113210,2025-03-23,Poor Support,Service,None,114
11487,113240,2025-08-19,Poor Support,Service,None,115
11488,113267,2025-05-13,Poor Support,Service,None,46
11489,113280,2025-03-23,High Price,Commercial,None,7
11490,113287,2025-08-11,High Price,Commercial,None,109
11491,113291,2025-10-24,High Price,Commercial,None,118
11492,113294,2025-04-21,Poor Support,Service,None,107
11493,113315,2025-10-10,High Price,Commercial,None,88
11494,113330,2025-10-13,Service Quality,Service,None,29
11495,113337,2025-02-22,Relocation,Other,None,77
11496,113341,2025-11-19,Poor Network,Service,None,54
11497,113352,2025-02-03,Poor Network,Service,None,106
11498,113354,2025-08-18,Poor Network,Service,None,33
11499,113356,2025-11-20,Poor Support,Service,None,30
11500,113376,2025-06-01,Service Quality,Service,None,77
11501,113398,2025-10-25,Poor Support,Service,None,49
11502,113403,2025-03-06,High Price,Commercial,None,98
11503,113405,2025-08-09,Poor Network,Service,None,20
11504,113423,2025-07-14,Poor Support,Service,None,88
11505,113429,2025-08-06,Competitor Offer,Commercial,Airtel,6
11506,113442,2025-03-03,Personal Reasons,Other,None,27
11507,113468,2025-09-01,Service Quality,Service,None,12
11508,113502,2025-08-11,Competitor Offer,Commercial,Airtel,102
11509,113503,2025-12-30,Personal Reasons,Other,None,103
11510,113517,2025-04-27,Relocation,Other,None,10
11511,113520,2025-11-14,High Price,Commercial,None,109
11512,113523,2025-03-18,Poor Support,Service,None,51
11513,113542,2025-02-18,High Price,Commercial,None,32
11514,113546,2025-04-15,Competitor Offer,Commercial,Vi,62
11515,113548,2025-03-19,Relocation,Other,None,30
11516,113561,2025-03-17,Service Quality,Service,None,37
11517,113582,2025-03-06,Relocation,Other,None,43
11518,113594,2025-12-04,Personal Reasons,Other,None,59
11519,113616,2025-12-06,Relocation,Other,None,101
11520,113618,2025-12-28,Poor Support,Service,None,50
11521,113623,2025-05-31,Relocation,Other,None,11
11522,113624,2025-12-22,Poor Support,Service,None,17
11523,113649,2025-08-12,Personal Reasons,Other,None,68
11524,113679,2025-06-10,Service Quality,Service,None,116
11525,113684,2025-02-26,Competitor Offer,Commercial,BSNL,29
11526,113729,2025-12-28,Poor Network,Service,None,22
11527,113732,2025-09-28,Personal Reasons,Other,None,64
11528,113734,2025-09-14,Poor Network,Service,None,57
11529,113743,2025-09-08,High Price,Commercial,None,119
11530,113744,2025-08-11,Poor Support,Service,None,42
11531,113774,2025-03-06,Poor Support,Service,None,69
11532,113785,2025-08-03,High Price,Commercial,None,51
11533,113790,2025-11-03,Relocation,Other,None,8
11534,113791,2025-08-02,Personal Reasons,Other,None,65
11535,113801,2025-10-06,Service Quality,Service,None,28
11536,113812,2025-04-05,Poor Support,Service,None,46
11537,113825,2025-09-29,Personal Reasons,Other,None,37
11538,113849,2025-09-29,High Price,Commercial,None,9
11539,113858,2025-03-02,Poor Network,Service,None,10
11540,113860,2025-10-13,Poor Network,Service,None,16
11541,113898,2025-09-03,Poor Network,Service,None,102
11542,113923,2025-07-31,Poor Network,Service,None,43
11543,113927,2025-11-19,Personal Reasons,Other,None,118
11544,113930,2025-02-05,High Price,Commercial,None,111
11545,113937,2025-02-23,Relocation,Other,None,15
11546,113942,2025-05-26,High Price,Commercial,None,35
11547,113954,2025-11-18,Poor Network,Service,None,106
11548,113958,2025-08-19,Personal Reasons,Other,None,107
11549,113982,2025-07-02,Relocation,Other,None,109
11550,114001,2025-09-25,Personal Reasons,Other,None,104
11551,114014,2025-08-27,Service Quality,Service,None,70
11552,114017,2025-04-04,Service Quality,Service,None,100
11553,114021,2025-05-28,Competitor Offer,Commercial,BSNL,49
11554,114023,2025-08-11,Competitor Offer,Commercial,BSNL,34
11555,114057,2025-05-28,Personal Reasons,Other,None,84
11556,114064,2025-07-25,High Price,Commercial,None,88
11557,114066,2025-05-30,Relocation,Other,None,15
11558,114083,2025-09-11,Personal Reasons,Other,None,105
11559,114086,2025-09-29,Personal Reasons,Other,None,10
11560,114088,2025-12-28,High Price,Commercial,None,96
11561,114100,2025-03-03,Personal Reasons,Other,None,13
11562,114105,2025-04-14,Relocation,Other,None,94
11563,114121,2025-12-24,Personal Reasons,Other,None,81
11564,114129,2025-10-22,High Price,Commercial,None,14
11565,114132,2025-10-10,High Price,Commercial,None,18
11566,114138,2025-09-18,High Price,Commercial,None,24
11567,114147,2025-03-21,Personal Reasons,Other,None,55
11568,114156,2025-06-04,Competitor Offer,Commercial,Jio,71
11569,114180,2025-09-12,Competitor Offer,Commercial,Jio,85
11570,114198,2025-07-16,Poor Network,Service,None,97
11571,114202,2025-08-18,Service Quality,Service,None,37
11572,114208,2025-12-01,Poor Network,Service,None,48
11573,114211,2025-09-18,Service Quality,Service,None,15
11574,114233,2025-02-15,Poor Support,Service,None,115
11575,114240,2025-12-03,Poor Support,Service,None,106
11576,114246,2025-08-29,Poor Network,Service,None,70
11577,114259,2025-10-15,Poor Network,Service,None,13
11578,114260,2025-03-18,Service Quality,Service,None,71
11579,114265,2025-04-10,Competitor Offer,Commercial,BSNL,31
11580,114266,2025-09-20,High Price,Commercial,None,103
11581,114299,2025-10-03,Personal Reasons,Other,None,12
11582,114302,2025-08-31,Personal Reasons,Other,None,16
11583,114303,2025-03-15,High Price,Commercial,None,32
11584,114305,2025-11-18,Poor Network,Service,None,32
11585,114308,2025-02-13,Competitor Offer,Commercial,Jio,33
11586,114312,2025-10-09,Poor Network,Service,None,57
11587,114320,2025-12-06,High Price,Commercial,None,52
11588,114326,2025-05-12,Competitor Offer,Commercial,Jio,65
11589,114339,2025-04-25,Poor Support,Service,None,79
11590,114351,2025-10-09,Poor Network,Service,None,23
11591,114354,2025-11-16,Service Quality,Service,None,62
11592,114355,2025-12-27,Poor Support,Service,None,95
11593,114359,2025-08-08,Service Quality,Service,None,16
11594,114369,2025-10-06,Poor Support,Service,None,24
11595,114386,2025-02-21,Poor Support,Service,None,15
11596,114393,2025-12-29,Poor Support,Service,None,58
11597,114415,2025-06-01,High Price,Commercial,None,55
11598,114421,2025-08-24,Personal Reasons,Other,None,13
11599,114432,2025-03-26,Relocation,Other,None,93
11600,114456,2025-08-23,High Price,Commercial,None,99
11601,114464,2025-12-17,Poor Support,Service,None,100
11602,114471,2025-08-18,Relocation,Other,None,108
11603,114477,2025-04-02,High Price,Commercial,None,95
11604,114482,2025-07-28,Personal Reasons,Other,None,68
11605,114487,2025-09-11,Relocation,Other,None,116
11606,114490,2025-03-14,Relocation,Other,None,107
11607,114498,2025-02-03,Poor Network,Service,None,117
11608,114501,2025-06-30,Poor Support,Service,None,83
11609,114502,2025-08-29,Poor Support,Service,None,64
11610,114512,2025-11-21,Personal Reasons,Other,None,74
11611,114528,2025-07-29,Competitor Offer,Commercial,Vi,23
11612,114539,2025-04-15,Personal Reasons,Other,None,116
11613,114540,2025-05-19,High Price,Commercial,None,72
11614,114551,2025-05-10,Poor Support,Service,None,29
11615,114564,2025-06-04,Relocation,Other,None,27
11616,114565,2025-09-23,Competitor Offer,Commercial,Vi,89
11617,114569,2025-07-27,Service Quality,Service,None,11
11618,114586,2025-07-03,Poor Network,Service,None,114
11619,114597,2025-09-17,High Price,Commercial,None,27
11620,114604,2025-09-05,Poor Network,Service,None,67
11621,114609,2025-10-14,Poor Support,Service,None,34
11622,114610,2025-02-23,Service Quality,Service,None,49
11623,114616,2025-10-07,High Price,Commercial,None,62
11624,114617,2025-06-23,Competitor Offer,Commercial,Airtel,12
11625,114628,2025-08-09,Relocation,Other,None,90
11626,114642,2025-05-05,Poor Support,Service,None,108
11627,114674,2025-05-01,Poor Network,Service,None,14
11628,114677,2025-05-30,Poor Network,Service,None,114
11629,114692,2025-10-03,Relocation,Other,None,71
11630,114698,2025-12-23,Competitor Offer,Commercial,Vi,41
11631,114716,2025-09-12,Personal Reasons,Other,None,82
11632,114721,2025-12-06,Poor Network,Service,None,78
11633,114726,2025-08-28,High Price,Commercial,None,81
11634,114731,2025-05-29,Competitor Offer,Commercial,Airtel,93
11635,114755,2025-11-01,Personal Reasons,Other,None,34
11636,114779,2025-06-08,Poor Support,Service,None,103
11637,114782,2025-02-14,Poor Network,Service,None,44
11638,114785,2025-05-21,Competitor Offer,Commercial,BSNL,109
11639,114794,2025-07-29,Poor Support,Service,None,102
11640,114797,2025-06-19,Poor Support,Service,None,109
11641,114810,2025-10-15,Service Quality,Service,None,63
11642,114812,2025-11-22,Personal Reasons,Other,None,78
11643,114817,2025-08-21,Personal Reasons,Other,None,89
11644,114826,2025-05-24,Poor Network,Service,None,69
11645,114834,2025-05-20,Service Quality,Service,None,93
11646,114845,2025-05-30,Relocation,Other,None,67
11647,114847,2025-08-22,High Price,Commercial,None,30
11648,114900,2025-08-15,Personal Reasons,Other,None,19
11649,114954,2025-10-21,Relocation,Other,None,118
11650,114966,2025-08-12,High Price,Commercial,None,88
11651,114988,2025-12-22,Relocation,Other,None,18
11652,114998,2025-06-16,Poor Support,Service,None,27
11653,115022,2025-08-01,Relocation,Other,None,86
11654,115029,2025-08-24,Competitor Offer,Commercial,Vi,45
11655,115031,2025-11-28,Relocation,Other,None,45
11656,115032,2025-10-19,Poor Network,Service,None,15
11657,115039,2025-08-13,Poor Support,Service,None,119
11658,115057,2025-02-02,Poor Network,Service,None,84
11659,115067,2025-05-31,Poor Network,Service,None,119
11660,115085,2025-02-13,Poor Support,Service,None,118
11661,115089,2025-03-20,Service Quality,Service,None,92
11662,115090,2025-05-17,Poor Network,Service,None,90
11663,115098,2025-03-19,Competitor Offer,Commercial,BSNL,5
11664,115099,2025-07-30,Poor Network,Service,None,105
11665,115120,2025-05-16,Competitor Offer,Commercial,Vi,29
11666,115137,2025-12-21,Relocation,Other,None,33
11667,115162,2025-11-07,Personal Reasons,Other,None,59
11668,115166,2025-04-04,Poor Network,Service,None,66
11669,115175,2025-06-15,Service Quality,Service,None,108
11670,115189,2025-03-26,Poor Network,Service,None,62
11671,115202,2025-12-02,Service Quality,Service,None,29
11672,115210,2025-12-27,Poor Support,Service,None,103
11673,115211,2025-11-27,Poor Support,Service,None,70
11674,115214,2025-12-18,Relocation,Other,None,46
11675,115225,2025-05-09,Service Quality,Service,None,24
11676,115226,2025-09-03,Poor Support,Service,None,28
11677,115227,2025-02-08,Competitor Offer,Commercial,BSNL,84
11678,115228,2025-09-04,Poor Support,Service,None,86
11679,115229,2025-09-05,Relocation,Other,None,77
11680,115231,2025-04-21,High Price,Commercial,None,104
11681,115249,2025-11-03,Relocation,Other,None,24
11682,115256,2025-04-08,Poor Support,Service,None,78
11683,115266,2025-05-27,Poor Support,Service,None,16
11684,115313,2025-08-18,Relocation,Other,None,39
11685,115363,2025-05-31,Personal Reasons,Other,None,40
11686,115368,2025-03-27,Poor Network,Service,None,39
11687,115378,2025-12-11,Competitor Offer,Commercial,Vi,108
11688,115380,2025-06-24,Personal Reasons,Other,None,32
11689,115386,2025-06-22,Relocation,Other,None,56
11690,115387,2025-11-07,Poor Support,Service,None,23
11691,115404,2025-05-16,Poor Network,Service,None,82
11692,115413,2025-08-05,Relocation,Other,None,76
11693,115445,2025-03-26,High Price,Commercial,None,36
11694,115449,2025-10-11,Relocation,Other,None,84
11695,115456,2025-11-07,Personal Reasons,Other,None,58
11696,115485,2025-09-17,High Price,Commercial,None,94
11697,115500,2025-11-10,Relocation,Other,None,96
11698,115510,2025-11-21,Relocation,Other,None,80
11699,115531,2025-09-13,Service Quality,Service,None,101
11700,115536,2025-09-30,Competitor Offer,Commercial,BSNL,42
11701,115537,2025-09-26,Service Quality,Service,None,74
11702,115548,2025-08-08,Competitor Offer,Commercial,BSNL,51
11703,115555,2025-07-07,Service Quality,Service,None,51
11704,115573,2025-07-08,Competitor Offer,Commercial,Vi,108
11705,115579,2025-11-27,Personal Reasons,Other,None,43
11706,115596,2025-03-12,Poor Network,Service,None,93
11707,115601,2025-12-27,Poor Support,Service,None,101
11708,115617,2025-09-02,Service Quality,Service,None,28
11709,115623,2025-06-27,Relocation,Other,None,80
11710,115633,2025-08-09,Poor Support,Service,None,47
11711,115635,2025-11-16,Service Quality,Service,None,11
11712,115638,2025-08-15,High Price,Commercial,None,5
11713,115639,2025-11-19,Competitor Offer,Commercial,Vi,58
11714,115649,2025-05-16,Competitor Offer,Commercial,Airtel,18
11715,115655,2025-06-17,Competitor Offer,Commercial,Airtel,9
11716,115659,2025-07-12,Poor Network,Service,None,24
11717,115670,2025-04-19,Competitor Offer,Commercial,BSNL,71
11718,115680,2025-06-20,Personal Reasons,Other,None,17
11719,115682,2025-03-10,Relocation,Other,None,9
11720,115683,2025-02-18,Competitor Offer,Commercial,Jio,96
11721,115692,2025-09-13,Poor Network,Service,None,49
11722,115697,2025-07-27,Competitor Offer,Commercial,Airtel,87
11723,115713,2025-04-10,Personal Reasons,Other,None,89
11724,115727,2025-10-03,High Price,Commercial,None,89
11725,115729,2025-12-02,Poor Network,Service,None,70
11726,115751,2025-03-15,Service Quality,Service,None,95
11727,115760,2025-08-22,Relocation,Other,None,112
11728,115771,2025-07-25,Competitor Offer,Commercial,Jio,103
11729,115774,2025-11-18,High Price,Commercial,None,52
11730,115807,2025-08-07,Personal Reasons,Other,None,97
11731,115808,2025-12-14,Relocation,Other,None,54
11732,115813,2025-12-09,Poor Network,Service,None,116
11733,115816,2025-12-04,Personal Reasons,Other,None,44
11734,115825,2025-08-24,Poor Support,Service,None,47
11735,115842,2025-11-01,Poor Network,Service,None,119
11736,115863,2025-04-23,High Price,Commercial,None,68
11737,115866,2025-10-26,Personal Reasons,Other,None,69
11738,115868,2025-02-11,Poor Network,Service,None,100
11739,115885,2025-12-26,Poor Network,Service,None,82
11740,115891,2025-03-07,Competitor Offer,Commercial,Vi,112
11741,115892,2025-11-05,Poor Network,Service,None,8
11742,115893,2025-09-23,Poor Network,Service,None,41
11743,115899,2025-10-12,Poor Support,Service,None,75
11744,115903,2025-07-17,Personal Reasons,Other,None,62
11745,115925,2025-08-15,Relocation,Other,None,111
11746,115927,2025-12-01,Relocation,Other,None,89
11747,115935,2025-02-18,Personal Reasons,Other,None,14
11748,115939,2025-06-26,Relocation,Other,None,82
11749,115948,2025-08-08,Service Quality,Service,None,6
11750,115949,2025-05-04,Relocation,Other,None,41
11751,115968,2025-04-04,Competitor Offer,Commercial,Vi,18
11752,115990,2025-07-06,Competitor Offer,Commercial,Vi,74
11753,115995,2025-08-16,Relocation,Other,None,61
11754,116009,2025-06-05,Poor Support,Service,None,15
11755,116024,2025-04-29,Competitor Offer,Commercial,Vi,5
11756,116033,2025-07-11,Poor Support,Service,None,29
11757,116038,2025-06-19,High Price,Commercial,None,91
11758,116052,2025-08-08,Poor Support,Service,None,15
11759,116070,2025-11-07,Relocation,Other,None,62
11760,116082,2025-06-19,Competitor Offer,Commercial,BSNL,6
11761,116083,2025-11-16,Poor Network,Service,None,72
11762,116090,2025-09-02,Competitor Offer,Commercial,BSNL,29
11763,116119,2025-09-06,Competitor Offer,Commercial,Airtel,80
11764,116154,2025-06-16,Poor Network,Service,None,94
11765,116165,2025-05-25,Service Quality,Service,None,24
11766,116166,2025-08-07,Relocation,Other,None,82
11767,116174,2025-11-26,Relocation,Other,None,85
11768,116176,2025-08-17,Personal Reasons,Other,None,58
11769,116184,2025-08-19,Service Quality,Service,None,102
11770,116190,2025-09-24,High Price,Commercial,None,15
11771,116195,2025-06-14,Competitor Offer,Commercial,Airtel,49
11772,116207,2025-12-28,High Price,Commercial,None,14
11773,116208,2025-03-30,Personal Reasons,Other,None,63
11774,116214,2025-11-24,High Price,Commercial,None,86
11775,116217,2025-11-08,High Price,Commercial,None,70
11776,116227,2025-08-03,Poor Support,Service,None,12
11777,116252,2025-08-29,Competitor Offer,Commercial,BSNL,65
11778,116278,2025-10-22,Personal Reasons,Other,None,111
11779,116286,2025-09-29,Competitor Offer,Commercial,BSNL,42
11780,116296,2025-03-03,Relocation,Other,None,36
11781,116326,2025-08-11,Service Quality,Service,None,66
11782,116330,2025-11-17,Personal Reasons,Other,None,105
11783,116357,2025-05-20,High Price,Commercial,None,119
11784,116386,2025-12-12,Poor Network,Service,None,92
11785,116405,2025-03-27,High Price,Commercial,None,24
11786,116412,2025-12-18,Poor Network,Service,None,96
11787,116421,2025-10-29,Poor Support,Service,None,32
11788,116424,2025-06-15,Personal Reasons,Other,None,25
11789,116426,2025-07-14,Relocation,Other,None,61
11790,116434,2025-08-06,Personal Reasons,Other,None,73
11791,116469,2025-07-17,Poor Network,Service,None,42
11792,116480,2025-05-07,High Price,Commercial,None,92
11793,116497,2025-09-11,Relocation,Other,None,16
11794,116500,2025-05-01,Poor Network,Service,None,84
11795,116508,2025-09-25,Poor Network,Service,None,88
11796,116519,2025-05-20,Poor Network,Service,None,90
11797,116520,2025-02-17,Relocation,Other,None,13
11798,116535,2025-11-11,Relocation,Other,None,38
11799,116538,2025-06-12,Relocation,Other,None,87
11800,116546,2025-09-20,Personal Reasons,Other,None,49
11801,116555,2025-05-01,Competitor Offer,Commercial,Airtel,22
11802,116588,2025-03-18,Poor Network,Service,None,96
11803,116591,2025-11-04,High Price,Commercial,None,62
11804,116595,2025-12-17,High Price,Commercial,None,24
11805,116598,2025-08-05,High Price,Commercial,None,94
11806,116601,2025-12-30,High Price,Commercial,None,59
11807,116615,2025-02-26,High Price,Commercial,None,55
11808,116662,2025-09-04,Relocation,Other,None,96
11809,116663,2025-11-25,Service Quality,Service,None,75
11810,116687,2025-03-16,Personal Reasons,Other,None,49
11811,116711,2025-10-07,Poor Network,Service,None,73
11812,116716,2025-03-06,Personal Reasons,Other,None,117
11813,116722,2025-12-01,Competitor Offer,Commercial,Vi,98
11814,116723,2025-12-22,Competitor Offer,Commercial,Airtel,53
11815,116747,2025-11-19,Personal Reasons,Other,None,91
11816,116748,2025-09-04,Competitor Offer,Commercial,Jio,76
11817,116776,2025-07-13,Personal Reasons,Other,None,85
11818,116780,2025-05-13,Competitor Offer,Commercial,Vi,53
11819,116783,2025-03-31,Personal Reasons,Other,None,11
11820,116787,2025-03-10,Personal Reasons,Other,None,21
11821,116817,2025-11-25,Competitor Offer,Commercial,Airtel,119
11822,116819,2025-03-23,Personal Reasons,Other,None,31
11823,116827,2025-04-25,Relocation,Other,None,107
11824,116847,2025-06-18,High Price,Commercial,None,65
11825,116861,2025-05-02,Personal Reasons,Other,None,57
11826,116867,2025-10-19,Personal Reasons,Other,None,15
11827,116883,2025-08-17,Poor Network,Service,None,93
11828,116892,2025-06-13,Personal Reasons,Other,None,65
11829,116896,2025-02-03,High Price,Commercial,None,98
11830,116924,2025-06-13,Poor Support,Service,None,107
11831,116932,2025-05-30,Service Quality,Service,None,63
11832,116933,2025-08-13,High Price,Commercial,None,32
11833,116937,2025-03-28,Service Quality,Service,None,90
11834,116944,2025-08-01,Service Quality,Service,None,20
11835,116959,2025-08-18,Competitor Offer,Commercial,BSNL,69
11836,116974,2025-09-22,Relocation,Other,None,65
11837,116980,2025-05-27,Poor Network,Service,None,30
11838,116983,2025-07-18,Service Quality,Service,None,49
11839,116985,2025-12-08,Poor Network,Service,None,55
11840,116994,2025-10-12,Personal Reasons,Other,None,111
11841,117000,2025-07-02,Poor Support,Service,None,74
11842,117003,2025-03-15,High Price,Commercial,None,6
11843,117014,2025-09-23,High Price,Commercial,None,67
11844,117033,2025-03-12,Competitor Offer,Commercial,Airtel,7
11845,117035,2025-10-20,Service Quality,Service,None,33
11846,117038,2025-09-04,Competitor Offer,Commercial,Airtel,108
11847,117046,2025-07-07,Poor Support,Service,None,45
11848,117050,2025-02-14,Personal Reasons,Other,None,9
11849,117055,2025-05-09,Personal Reasons,Other,None,111
11850,117072,2025-09-02,Poor Support,Service,None,60
11851,117091,2025-03-08,Poor Support,Service,None,82
11852,117092,2025-11-22,Competitor Offer,Commercial,BSNL,104
11853,117103,2025-11-20,High Price,Commercial,None,70
11854,117110,2025-10-26,Personal Reasons,Other,None,20
11855,117115,2025-08-15,Poor Network,Service,None,24
11856,117117,2025-12-29,Poor Support,Service,None,35
11857,117128,2025-05-14,Service Quality,Service,None,6
11858,117134,2025-12-04,Poor Support,Service,None,19
11859,117140,2025-04-16,Poor Network,Service,None,64
11860,117154,2025-05-04,Poor Support,Service,None,28
11861,117180,2025-08-11,Poor Support,Service,None,49
11862,117188,2025-07-27,Service Quality,Service,None,105
11863,117218,2025-09-28,Poor Network,Service,None,51
11864,117231,2025-11-03,Relocation,Other,None,82
11865,117249,2025-11-22,Relocation,Other,None,76
11866,117260,2025-04-12,High Price,Commercial,None,87
11867,117265,2025-04-05,Service Quality,Service,None,38
11868,117272,2025-12-26,Poor Support,Service,None,92
11869,117283,2025-10-23,Poor Network,Service,None,74
11870,117306,2025-05-17,Service Quality,Service,None,77
11871,117337,2025-06-26,Personal Reasons,Other,None,22
11872,117342,2025-07-23,Personal Reasons,Other,None,93
11873,117349,2025-05-04,Relocation,Other,None,48
11874,117350,2025-07-18,Competitor Offer,Commercial,Airtel,105
11875,117361,2025-07-14,Competitor Offer,Commercial,Vi,20
11876,117362,2025-12-13,Poor Support,Service,None,107
11877,117368,2025-02-10,Poor Support,Service,None,38
11878,117376,2025-06-07,Competitor Offer,Commercial,Airtel,82
11879,117385,2025-10-12,Relocation,Other,None,67
11880,117388,2025-03-30,Competitor Offer,Commercial,Airtel,66
11881,117406,2025-10-02,Relocation,Other,None,54
11882,117417,2025-02-02,Personal Reasons,Other,None,15
11883,117419,2025-11-29,Personal Reasons,Other,None,78
11884,117421,2025-04-15,Poor Support,Service,None,55
11885,117439,2025-12-08,High Price,Commercial,None,79
11886,117467,2025-04-22,Relocation,Other,None,91
11887,117476,2025-06-25,Poor Network,Service,None,92
11888,117484,2025-08-19,Personal Reasons,Other,None,116
11889,117487,2025-10-07,Service Quality,Service,None,45
11890,117488,2025-10-07,Competitor Offer,Commercial,BSNL,32
11891,117517,2025-09-03,Relocation,Other,None,117
11892,117525,2025-05-02,Poor Support,Service,None,23
11893,117535,2025-10-31,High Price,Commercial,None,75
11894,117536,2025-09-17,Personal Reasons,Other,None,111
11895,117542,2025-12-17,High Price,Commercial,None,32
11896,117567,2025-03-08,Relocation,Other,None,55
11897,117573,2025-02-12,Personal Reasons,Other,None,74
11898,117583,2025-05-11,High Price,Commercial,None,38
11899,117591,2025-08-23,Service Quality,Service,None,67
11900,117598,2025-07-19,High Price,Commercial,None,83
11901,117614,2025-08-17,Service Quality,Service,None,89
11902,117615,2025-06-23,Competitor Offer,Commercial,Jio,98
11903,117624,2025-05-24,Relocation,Other,None,113
11904,117645,2025-04-15,High Price,Commercial,None,8
11905,117647,2025-12-07,Service Quality,Service,None,21
11906,117658,2025-10-31,Relocation,Other,None,114
11907,117666,2025-05-30,Personal Reasons,Other,None,66
11908,117685,2025-10-28,Relocation,Other,None,66
11909,117688,2025-08-27,High Price,Commercial,None,99
11910,117696,2025-07-14,Competitor Offer,Commercial,Vi,103
11911,117705,2025-07-13,Poor Network,Service,None,12
11912,117737,2025-09-04,Personal Reasons,Other,None,17
11913,117741,2025-12-02,High Price,Commercial,None,94
11914,117770,2025-02-17,High Price,Commercial,None,21
